item_id,dept_id,cat_id,total_sales,average_daily_sales,median_daily_sales,zero_sales_pct,active_days,average_price
FOODS_3_702,FOODS_3,FOODS,22177,11.425553838227739,9,5.4095826893353935,1836,2.9948068006182385
FOODS_3_739,FOODS_3,FOODS,22172,11.422977846471035,8,43.791859866048426,1091,1.5
FOODS_3_362,FOODS_3,FOODS,21609,11.132921174652134,0,53.06543019062339,911,2.503776892430279
FOODS_3_377,FOODS_3,FOODS,21518,11.086038124678005,11,0.46367851622874806,1932,1.6046264811952604
FOODS_3_329,FOODS_3,FOODS,20750,10.690365790829379,0,52.80783101494075,916,2.98
FOODS_1_085,FOODS_1,FOODS,20542,10.58320453374548,9,1.9577537351880476,1903,0.9812982998454406
FOODS_3_389,FOODS_3,FOODS,20375,10.497166409067475,10,0.6697578567748583,1928,1.5945285935084994
FOODS_3_406,FOODS_3,FOODS,20357,10.487892838742898,9,13.807315816589385,1673,0.818104070066976
FOODS_2_244,FOODS_2,FOODS,20210,10.412158681092313,9,7.367336424523442,1798,5.838660484286449
FOODS_3_764,FOODS_3,FOODS,20205,10.40958268933542,10,31.066460587326123,1338,2.98
FOODS_3_668,FOODS_3,FOODS,20088,10.349304482225639,10,0.46367851622874806,1932,1.6046264811952604
FOODS_3_351,FOODS_3,FOODS,19720,10.159711488923246,9,24.781040700669756,1460,1.0514374034003091
FOODS_3_288,FOODS_3,FOODS,19150,9.866048428645119,7,43.1736218444101,1103,1.5
HOBBIES_1_268,HOBBIES_1,HOBBIES,19129,9.855229263266358,6,20.50489438433797,1543,0.47581658938691396
FOODS_1_018,FOODS_1,FOODS,18811,9.691396187532197,9,2.7305512622359607,1888,0.9813704276146317
FOODS_3_376,FOODS_3,FOODS,18323,9.439979392065903,7,12.158681092220505,1705,1
FOODS_3_499,FOODS_3,FOODS,18211,9.382277176713206,6,46.470891293147865,1039,2.504332723948812
FOODS_3_234,FOODS_3,FOODS,17725,9.131890777949485,5,31.117980422462647,1337,0.20186818889465497
FOODS_3_455,FOODS_3,FOODS,17600,9.06749098402876,7,32.35445646573931,1313,2.2571718452758414
FOODS_3_228,FOODS_3,FOODS,17454,8.992272024729484,8,0.6182380216383307,1929,1.5945285935084994
FOODS_3_030,FOODS_3,FOODS,17419,8.974240082431749,6,30.03606388459557,1358,1.3205976300875824
FOODS_3_473,FOODS_3,FOODS,16984,8.750128799587833,8,3.1427099433281813,1880,3.8579495105615647
FOODS_1_161,FOODS_1,FOODS,16861,8.686759402369903,8,6.543019062339001,1814,0.9813704276146317
FOODS_3_711,FOODS_3,FOODS,16261,8.377640391550745,4,34.31221020092735,1275,0.2020350334878928
FOODS_2_371,FOODS_2,FOODS,15975,8.230293663060284,8,4.739824832560536,1849,2.004796496651211
HOBBIES_1_178,HOBBIES_1,HOBBIES,15973,8.229263266357565,5,23.853683668212263,1478,0.4759608449252963
FOODS_1_004,FOODS_1,FOODS,15892,8.187532199897028,6,31.839258114374037,1323,1.84905317769131
HOBBIES_1_256,HOBBIES_1,HOBBIES,15649,8.062339000515188,5,23.90520350334879,1477,0.4762493560020608
FOODS_3_697,FOODS_3,FOODS,15626,8.050489438433823,8,2.1638330757341575,1899,3.0414734672849058
FOODS_3_086,FOODS_3,FOODS,15209,7.835651725914507,6,14.270994332818136,1664,1.1034672849046887
HOBBIES_1_254,HOBBIES_1,HOBBIES,15204,7.833075734157644,6,12.570839773312725,1697,0.7067078825347759
FOODS_3_811,FOODS_3,FOODS,15040,7.748583204533759,7,26.79031427099433,1421,1.8693468611287256
FOODS_3_516,FOODS_3,FOODS,14867,7.659453889747565,7,17.619783616692427,1599,3.527657082002133
FOODS_1_032,FOODS_1,FOODS,14863,7.657393096342001,5,25.6053580628542,1444,0.9813704276146317
FOODS_3_324,FOODS_3,FOODS,14850,7.650695517774338,7,15.455950540958268,1641,3.147212776919111
HOUSEHOLD_1_118,HOUSEHOLD_1,HOUSEHOLD,14842,7.646573930963416,6,7.058217413704276,1804,0.97
HOBBIES_1_370,HOBBIES_1,HOBBIES,14676,7.561051004636824,4,30.0875837197321,1357,0.47581658938691396
FOODS_2_128,FOODS_2,FOODS,14589,7.516228748068021,6,33.281813498196804,1295,0.8585677485832061
FOODS_3_404,FOODS_3,FOODS,14576,7.509531169500257,5,20.350334878928386,1546,1.000432766615147
FOODS_3_349,FOODS_3,FOODS,14380,7.408552292632665,7,2.472952086553323,1893,1.5631530139103547
HOBBIES_1_048,HOBBIES_1,HOBBIES,14320,7.3776403915506945,4,38.17619783616693,1200,0.47761800219538963
HOBBIES_1_341,HOBBIES_1,HOBBIES,14316,7.375579598145295,4,26.223596084492527,1432,0.4762493560020608
HOBBIES_1_008,HOBBIES_1,HOBBIES,14137,7.283359093250882,4,27.71767130345183,1403,0.4762493560020608
FOODS_1_046,FOODS_1,FOODS,13839,7.12982998454405,6,6.74909840288511,1810,0.9812982998454406
FOODS_3_263,FOODS_3,FOODS,13632,7.023183925811482,7,19.0623390005152,1571,2.741051004636785
FOODS_3_462,FOODS_3,FOODS,13570,6.991241628026779,5,16.280267903142708,1625,1
FOODS_3_226,FOODS_3,FOODS,13548,6.9799072642967435,6,1.8547140649149922,1905,1.6046264811952604
FOODS_3_511,FOODS_3,FOODS,13514,6.962390520350403,0,57.70221535291087,821,6.5319671168526146
HOBBIES_1_278,HOBBIES_1,HOBBIES,13415,6.911385883565106,2,42.09170530654302,1124,0.563292117465224
FOODS_3_477,FOODS_3,FOODS,13333,6.869139618753227,7,1.8031942297784647,1906,1.6042658423493046
FOODS_3_219,FOODS_3,FOODS,13314,6.8593508500772495,5,31.736218444100977,1325,1.319876352395673
FOODS_3_574,FOODS_3,FOODS,13292,6.848016486347274,5,13.858835651725915,1672,5.985409582689336
FOODS_1_099,FOODS_1,FOODS,13232,6.817104585265324,5,41.21586810922205,1141,0.98
FOODS_3_546,FOODS_3,FOODS,13215,6.808346213292122,6,10.56156620298815,1736,5.985409582689336
HOBBIES_1_295,HOBBIES_1,HOBBIES,13115,6.756826378155576,4,24.52344152498712,1465,0.4750231839258116
HOUSEHOLD_1_334,HOUSEHOLD_1,HOUSEHOLD,12948,6.670788253477628,5,28.593508500772796,1386,0.978483379501385
FOODS_3_752,FOODS_3,FOODS,12886,6.638845955692983,4,31.47861926841834,1330,0.20204239917269912
HOUSEHOLD_1_535,HOUSEHOLD_1,HOUSEHOLD,12884,6.63781555899022,6,14.734672849046884,1655,6.97
FOODS_1_043,FOODS_1,FOODS,12837,6.613601236476026,5,26.017516743946416,1436,1.8463426791277249
FOODS_3_313,FOODS_3,FOODS,12634,6.509015971148861,5,13.446676970633694,1680,1.8795802728226643
HOBBIES_1_189,HOBBIES_1,HOBBIES,12595,6.488923235445678,4,27.04791344667697,1416,0.47581658938691396
FOODS_2_021,FOODS_2,FOODS,12538,6.459556929417786,5,29.675425038639876,1365,0.8585677485832061
FOODS_3_547,FOODS_3,FOODS,12443,6.410613086038094,4,28.851107676455435,1381,0.2020498183705242
FOODS_2_181,FOODS_2,FOODS,12235,6.303451828954147,6,6.800618238021638,1809,2.0033178773827927
FOODS_3_133,FOODS_3,FOODS,12219,6.295208655332296,5,18.650180319422976,1579,0.8191859866048432
FOODS_3_245,FOODS_3,FOODS,12170,6.269963936115432,4,32.35445646573931,1313,2.2571718452758414
HOUSEHOLD_1_110,HOUSEHOLD_1,HOUSEHOLD,12106,6.236991241628085,5,44.616177228232864,1075,3.6520759493670876
FOODS_3_767,FOODS_3,FOODS,12010,6.187532199897001,4,30.19062339000515,1355,1.0006491499227201
FOODS_3_524,FOODS_3,FOODS,11969,6.16640906749095,4,28.387429160226684,1390,1.000432766615147
FOODS_3_020,FOODS_3,FOODS,11954,6.1586810922205135,4,31.736218444100977,1325,1.0514374034003091
HOBBIES_1_015,HOBBIES_1,HOBBIES,11673,6.013910355486877,4,19.83513652756311,1556,0.7067078825347758
HOBBIES_1_244,HOBBIES_1,HOBBIES,11655,6.004636785162314,4,26.069036579082947,1435,0.4759608449252963
FOODS_3_476,FOODS_3,FOODS,11634,5.99381761978362,5,14.425553838227717,1661,5.985409582689336
FOODS_3_348,FOODS_3,FOODS,11536,5.943328181349839,5,20.71097372488408,1539,0.8191859866048432
FOODS_3_227,FOODS_3,FOODS,11464,5.906233900051507,5,12.004121586810921,1708,2.5990314270994337
FOODS_3_363,FOODS_3,FOODS,11423,5.885110767645551,5,11.84956208140134,1711,2.4399433281813514
FOODS_3_572,FOODS_3,FOODS,11407,5.876867594023714,5,19.371458011334365,1565,2.741051004636785
FOODS_3_580,FOODS_3,FOODS,11286,5.814528593508501,3,32.50901597114889,1310,0.2020498183705242
FOODS_3_156,FOODS_3,FOODS,11217,5.778979907264279,5,4.739824832560536,1849,3.858310149407521
FOODS_3_769,FOODS_3,FOODS,11087,5.71200412158678,4,35.34260690365791,1255,1.2238314374353672
FOODS_3_498,FOODS_3,FOODS,11029,5.682122617207647,4,26.120556414219475,1434,0.2020350334878928
FOODS_3_124,FOODS_3,FOODS,10962,5.647604327666146,5,17.36218444100979,1604,5.376671818650181
HOBBIES_1_404,HOBBIES_1,HOBBIES,10938,5.635239567233386,3,35.1365275631118,1259,0.47644136337377235
HOUSEHOLD_1_151,HOUSEHOLD_1,HOUSEHOLD,10938,5.635239567233386,5,13.858835651725915,1672,0.9251239669421487
HOBBIES_1_398,HOBBIES_1,HOBBIES,10865,5.597630087583767,2,36.26996393611541,1237,0.5646264811952603
FOODS_3_007,FOODS_3,FOODS,10853,5.591447707367314,3,33.487892838742916,1291,0.20204239917269912
FOODS_2_325,FOODS_2,FOODS,10846,5.587841318907783,5,16.640906749098402,1618,1.1785558739255013
FOODS_3_458,FOODS_3,FOODS,10800,5.564142194744963,5,8.397733127253993,1778,1.9046264811952602
HOBBIES_1_032,HOBBIES_1,HOBBIES,10796,5.562081401339482,2,36.26996393611541,1237,0.5646264811952603
FOODS_3_444,FOODS_3,FOODS,10755,5.540958268933542,0,68.88201957753736,604,6.623644617380024
HOBBIES_1_016,HOBBIES_1,HOBBIES,10723,5.52447192168986,3,20.607934054611025,1541,0.7067078825347758
FOODS_1_086,FOODS_1,FOODS,10704,5.514683153013913,5,21.792890262751158,1518,1.681056156620298
HOUSEHOLD_1_418,HOUSEHOLD_1,HOUSEHOLD,10616,5.469345698093909,4,31.787738279237505,1324,0.9784979423868313
FOODS_3_534,FOODS_3,FOODS,10581,5.451313755795974,5,7.315816589386914,1799,4.7946007212776935
FOODS_3_695,FOODS_3,FOODS,10428,5.372488408037126,5,10.303967027305513,1741,4.009752704791345
FOODS_3_570,FOODS_3,FOODS,10402,5.359093250901553,5,22.20504894384338,1510,1.7011219512195124
FOODS_3_526,FOODS_3,FOODS,10289,5.30087583719733,4,13.395157135497165,1681,1.98
FOODS_2_299,FOODS_2,FOODS,10279,5.295723853683662,5,11.282843894899536,1722,2.020623390005152
HOUSEHOLD_1_409,HOUSEHOLD_1,HOUSEHOLD,10278,5.2952086553322895,4,39.721792890262755,1170,2.9591442953020133
HOBBIES_1_261,HOBBIES_1,HOBBIES,10249,5.280267903142696,3,37.45492014425554,1214,0.46643997939206583
FOODS_3_594,FOODS_3,FOODS,10231,5.270994332818097,4,26.687274600721278,1423,1.0002163833075735
FOODS_3_474,FOODS_3,FOODS,10212,5.261205564142176,4,29.77846470891293,1363,1.8693468611287256
FOODS_3_688,FOODS_3,FOODS,10168,5.23853683668211,4,29.623905203503348,1366,1.8693468611287256
HOBBIES_1_067,HOBBIES_1,HOBBIES,10067,5.186501803194227,2,35.44564657393096,1253,0.5643740340030912
FOODS_3_113,FOODS_3,FOODS,10054,5.1798042246264915,4,16.125708397733128,1628,1.1602679031427117
FOODS_3_738,FOODS_3,FOODS,9931,5.116434827408573,4,28.387429160226684,1390,1.3826790314270985
HOUSEHOLD_1_373,HOUSEHOLD_1,HOUSEHOLD,9911,5.106130860381281,4,6.13086038124678,1822,3.4012467800103043
HOUSEHOLD_1_459,HOUSEHOLD_1,HOUSEHOLD,9883,5.091705306543026,4,31.01494075218959,1339,0.9784906960716747
HOUSEHOLD_1_514,HOUSEHOLD_1,HOUSEHOLD,9865,5.0824317362184,4,44.6676970633694,1074,3.6520759493670876
FOODS_3_054,FOODS_3,FOODS,9843,5.071097372488392,4,29.77846470891293,1363,2.035208655332302
FOODS_3_150,FOODS_3,FOODS,9721,5.00824317362184,2,45.07985574446162,1066,2.209907264296754
HOUSEHOLD_1_303,HOUSEHOLD_1,HOUSEHOLD,9677,4.98557444616178,4,15.507470376094796,1640,0.9634827408552292
HOUSEHOLD_1_517,HOUSEHOLD_1,HOUSEHOLD,9644,4.9685729005666674,4,41.21586810922205,1141,0.9718032786885247
FOODS_3_285,FOODS_3,FOODS,9564,4.927357032457523,3,36.42452344152499,1234,1.2238314374353672
FOODS_3_342,FOODS_3,FOODS,9557,4.923750643997965,4,36.476043276661514,1233,1.2238314374353672
FOODS_3_783,FOODS_3,FOODS,9547,4.918598660484288,4,20.86553323029366,1536,5.374868624420403
FOODS_3_097,FOODS_3,FOODS,9437,4.861926841834096,5,13.601236476043276,1677,2.0253477588871704
HOUSEHOLD_1_447,HOUSEHOLD_1,HOUSEHOLD,9399,4.842349304482244,4,29.057187017001546,1377,0.9784906960716747
FOODS_3_109,FOODS_3,FOODS,9372,4.828438948995373,4,18.083462132921174,1590,1
HOBBIES_1_169,HOBBIES_1,HOBBIES,9349,4.816589386913929,1,43.84337970118495,1090,0.5642297784647088
FOODS_1_110,FOODS_1,FOODS,9259,4.770221535291102,3,28.129829984544045,1395,1.8463426791277249
HOBBIES_1_019,HOBBIES_1,HOBBIES,9246,4.763523956723314,0,51.31375579598145,945,0.4712005649717515
HOBBIES_1_381,HOBBIES_1,HOBBIES,9225,4.7527047913446685,3,26.069036579082947,1435,0.7067078825347759
HOBBIES_1_387,HOBBIES_1,HOBBIES,9135,4.706336939721739,0,58.681092220504894,802,1.014005628517824
FOODS_3_412,FOODS_3,FOODS,9126,4.7017001545594495,2,38.794435857805254,1188,0.20185471406491506
HOUSEHOLD_1_465,HOUSEHOLD_1,HOUSEHOLD,9112,4.694487377640339,3,32.66357547655848,1307,0.9784906960716747
FOODS_3_355,FOODS_3,FOODS,9092,4.684183410613104,3,27.61463163317877,1405,1.0510767645543528
HOUSEHOLD_1_521,HOUSEHOLD_1,HOUSEHOLD,9010,4.641937145801141,4,19.26841834106131,1567,0.9634827408552292
FOODS_3_233,FOODS_3,FOODS,8982,4.627511591962874,0,57.650695517774345,822,2.50409680207433
HOUSEHOLD_1_066,HOUSEHOLD_1,HOUSEHOLD,8980,4.626481195260215,4,31.066460587326123,1338,3.035821501014199
FOODS_3_217,FOODS_3,FOODS,8976,4.624420401854721,4,2.7305512622359607,1888,2.9634106130860385
FOODS_2_016,FOODS_2,FOODS,8967,4.619783616692431,4,25.75991756826378,1441,1.1772031963470313
FOODS_3_756,FOODS_3,FOODS,8937,4.604327666151479,4,10.200927357032457,1743,2.6289644513137564
FOODS_3_704,FOODS_3,FOODS,8936,4.603812467800112,4,12.982998454404946,1689,4.3190005151983515
FOODS_3_734,FOODS_3,FOODS,8836,4.552292632663572,4,17.413704276146316,1603,1.6330036063884603
HOUSEHOLD_1_083,HOUSEHOLD_1,HOUSEHOLD,8825,4.5466254507985875,4,20.917053065430192,1535,0.9773570324574962
FOODS_2_222,FOODS_2,FOODS,8767,4.516743946419339,3,39.927872230808866,1166,2.524236559139785
FOODS_2_293,FOODS_2,FOODS,8762,4.514167954662548,4,8.0370942812983,1785,3.9342658423493018
HOUSEHOLD_1_096,HOUSEHOLD_1,HOUSEHOLD,8731,4.4981968057703074,3,45.595054095826896,1056,3.6520759493670876
FOODS_3_804,FOODS_3,FOODS,8653,4.458011334363782,3,27.202472952086552,1413,1.88
FOODS_3_654,FOODS_3,FOODS,8624,4.443070582174137,4,7.058217413704276,1804,1.5631530139103547
FOODS_3_732,FOODS_3,FOODS,8587,4.424008243173604,4,27.25399278722308,1412,2.0353529108706825
FOODS_3_725,FOODS_3,FOODS,8563,4.411643482740864,4,21.226172076249355,1529,2.840944206008583
FOODS_3_231,FOODS_3,FOODS,8504,4.381246780010298,3,26.120556414219475,1434,5.373209685729004
FOODS_3_327,FOODS_3,FOODS,8479,4.368366821226189,4,17.104585265327152,1609,3.1756846950517823
HOUSEHOLD_1_191,HOUSEHOLD_1,HOUSEHOLD,8436,4.346213292117474,3,38.94899536321484,1185,3.243822771767129
HOUSEHOLD_1_399,HOUSEHOLD_1,HOUSEHOLD,8362,4.308088614116404,4,22.720247295208658,1500,1.0413476783691957
FOODS_3_753,FOODS_3,FOODS,8316,4.284389489953645,3,21.071612570839772,1532,5.371262235960846
HOUSEHOLD_1_019,HOUSEHOLD_1,HOUSEHOLD,8303,4.277691911385912,3,32.766615146831526,1305,0.978483379501385
FOODS_3_449,FOODS_3,FOODS,8280,4.265842349304485,4,15.816589386913963,1634,1.98
FOODS_3_652,FOODS_3,FOODS,8261,4.256053580628552,4,16.846986089644513,1614,3.98
HOBBIES_1_312,HOBBIES_1,HOBBIES,8227,4.238536836682132,2,39.15507470376095,1181,0.5643740340030912
FOODS_3_822,FOODS_3,FOODS,8186,4.2174137042761295,3,21.58681092220505,1522,3.9438639876352393
HOBBIES_1_147,HOBBIES_1,HOBBIES,8173,4.21071612570843,4,20.14425553838228,1550,10.005303292894283
FOODS_3_400,FOODS_3,FOODS,8125,4.185986604842862,4,4.01854714064915,1863,2.962689335394126
HOBBIES_1_134,HOBBIES_1,HOBBIES,8063,4.15404430705821,4,19.88665636269964,1555,3.666050917702782
FOODS_3_039,FOODS_3,FOODS,8050,4.147346728490483,3,32.61205564142195,1308,4.040383386581471
FOODS_3_037,FOODS_3,FOODS,8045,4.144770736733658,4,38.6913961875322,1190,2.50316
FOODS_3_413,FOODS_3,FOODS,8036,4.140133951571371,3,30.139103554868623,1356,1
HOBBIES_1_103,HOBBIES_1,HOBBIES,8013,4.128284389489954,3,24.420401854714065,1467,0.7066357547655847
FOODS_2_013,FOODS_2,FOODS,7978,4.11025244719216,4,8.500772797527048,1776,2.0004688304997424
HOBBIES_1_236,HOBBIES_1,HOBBIES,7962,4.1020092735703395,3,31.01494075218959,1339,11.806682464454976
HOBBIES_1_288,HOBBIES_1,HOBBIES,7958,4.0999484801648745,2,41.26738794435858,1140,0.5645182895414735
FOODS_1_019,FOODS_1,FOODS,7957,4.099433281813498,1,46.986089644513136,1029,1.0485574446161772
FOODS_3_127,FOODS_3,FOODS,7897,4.068521380731588,3,4.997424008243174,1844,3.517815558990211
HOUSEHOLD_1_339,HOUSEHOLD_1,HOUSEHOLD,7859,4.048943843379725,3,34.05461102524472,1280,0.9784457061745918
FOODS_3_407,FOODS_3,FOODS,7823,4.0303967027305525,4,8.809891808346213,1770,2.9910355486862437
FOODS_2_241,FOODS_2,FOODS,7810,4.023699124162837,1,48.48016486347244,1000,2.374250720461095
FOODS_3_107,FOODS_3,FOODS,7775,4.005667181865029,4,23.338485316846985,1488,2.5232766615146827
FOODS_3_782,FOODS_3,FOODS,7661,3.9469345698093647,4,15.816589386913963,1634,2.5990314270994337
FOODS_3_230,FOODS_3,FOODS,7645,3.9386913961875343,3,5.151983513652756,1841,3.549551777434311
FOODS_3_682,FOODS_3,FOODS,7640,3.936115404430663,0,54.09582689335394,891,3.5035820895522387
FOODS_3_258,FOODS_3,FOODS,7570,3.9000515198351167,4,24.72952086553323,1461,1.701555419473361
FOODS_3_468,FOODS_3,FOODS,7567,3.898505924781004,3,32.81813498196806,1304,1.1589231573444847
FOODS_3_441,FOODS_3,FOODS,7527,3.877897990726423,0,72.6944873776404,530,6.60094682230869
FOODS_3_274,FOODS_3,FOODS,7494,3.860896445131358,2,37.09428129829985,1221,1.3802266872746
FOODS_3_692,FOODS_3,FOODS,7489,3.8583204533745374,3,27.202472952086552,1413,0.8192581143740342
HOUSEHOLD_1_173,HOUSEHOLD_1,HOUSEHOLD,7469,3.8480164863472357,3,17.825862957238535,1595,0.97
FOODS_3_792,FOODS_3,FOODS,7424,3.8248325605358073,3,26.172076249356003,1433,1
FOODS_2_359,FOODS_2,FOODS,7388,3.8062854198866614,3,17.207624935600204,1607,2.019685729005667
HOUSEHOLD_1_234,HOUSEHOLD_1,HOUSEHOLD,7382,3.8031942297784727,3,13.086038124678002,1687,0.97
FOODS_3_076,FOODS_3,FOODS,7368,3.795981452859359,3,18.959299330242143,1573,1.103719732096856
FOODS_3_339,FOODS_3,FOODS,7351,3.7872230808861156,3,29.93302421432251,1360,0.8191859866048432
FOODS_3_136,FOODS_3,FOODS,7349,3.786192684183417,3,17.001545595054097,1611,4.318639876352396
FOODS_3_079,FOODS_3,FOODS,7332,3.7774343122101808,3,27.25399278722308,1412,5.987212776919114
FOODS_1_021,FOODS_1,FOODS,7300,3.7609479649665474,1,49.25296239052035,985,0.98
HOUSEHOLD_1_327,HOUSEHOLD_1,HOUSEHOLD,7295,3.758371973209669,3,26.532715095311694,1426,0.9634827408552292
FOODS_3_746,FOODS_3,FOODS,7292,3.7568263781555977,3,14.013395157135497,1669,1.98
FOODS_3_346,FOODS_3,FOODS,7258,3.7393096342091825,3,16.0741885625966,1629,1.98
HOUSEHOLD_1_179,HOUSEHOLD_1,HOUSEHOLD,7238,3.7290056671818643,3,20.041215868109223,1552,0.9634827408552292
FOODS_3_300,FOODS_3,FOODS,7232,3.7259144770736743,3,13.54971664090675,1678,4.009752704791345
FOODS_3_330,FOODS_3,FOODS,7226,3.7228232869654554,3,15.919629057187018,1632,4.009752704791345
FOODS_3_655,FOODS_3,FOODS,7218,3.7187017001545493,2,35.08500772797527,1260,2.023276661514683
FOODS_3_446,FOODS_3,FOODS,7141,3.679031427099388,3,33.79701184956208,1285,1.1566306027820719
FOODS_2_204,FOODS_2,FOODS,7140,3.67851622874805,3,28.799587841318907,1382,1.0222153529108706
HOBBIES_1_417,HOBBIES_1,HOBBIES,7100,3.657908294693496,0,52.65327150953117,919,0.5642658423493042
HOUSEHOLD_1_351,HOUSEHOLD_1,HOUSEHOLD,7077,3.646058732612025,2,39.36115404430706,1177,0.9784906960716747
FOODS_3_742,FOODS_3,FOODS,7032,3.6228748068006245,2,37.403400309119014,1215,1.2238314374353672
HOUSEHOLD_1_294,HOUSEHOLD_1,HOUSEHOLD,7032,3.6228748068006253,3,11.591962905718702,1716,1.9865378670788247
FOODS_3_108,FOODS_3,FOODS,7027,3.62029881504379,3,24.832560535806287,1459,1
HOUSEHOLD_1_032,HOUSEHOLD_1,HOUSEHOLD,7003,3.6079340546110337,3,31.581658938691398,1328,10.7935111662531
FOODS_3_481,FOODS_3,FOODS,7000,3.6063884595569355,3,19.0623390005152,1571,3.7993972179289024
FOODS_3_383,FOODS_3,FOODS,6981,3.596599690880977,2,37.97011849562082,1204,1.3185059247810411
FOODS_3_566,FOODS_3,FOODS,6916,3.5631117980422236,0,55.74446161772282,859,1
FOODS_3_273,FOODS_3,FOODS,6852,3.5301391035548684,3,17.928902627511594,1593,2.0253477588871704
FOODS_1_162,FOODS_1,FOODS,6845,3.5265327150953203,2,39.20659453889748,1180,1.858055358410219
FOODS_3_807,FOODS_3,FOODS,6832,3.5198351365275644,3,17.36218444100979,1604,1.98
FOODS_1_173,FOODS_1,FOODS,6826,3.516743946419364,2,38.073158165893865,1202,1.9798763523956724
FOODS_3_592,FOODS_3,FOODS,6803,3.5048943843379843,3,25.450798557444614,1447,7.256790381599583
FOODS_3_305,FOODS_3,FOODS,6777,3.49149922720248,3,20.350334878928386,1546,3.5187429160226755
HOBBIES_1_286,HOBBIES_1,HOBBIES,6777,3.4914992272024823,2,27.87223080886141,1400,0.7064914992272024
