date,store_id,state_id,cat_id,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_ca,is_event,is_weekend,units_sold,revenue,average_price,active_items
2011-02-06,CA_1,CA,HOUSEHOLD,Sunday,2,2,2011,SuperBowl,Sporting,NA,NA,1,1,1,490,2090.7000000000025,4.794662998624463,191
2011-02-07,CA_1,CA,FOODS,Monday,3,2,2011,NA,NA,NA,NA,1,0,0,2446,5535.840000000002,2.3696615268898067,450
2011-02-07,CA_1,CA,HOBBIES,Monday,3,2,2011,NA,NA,NA,NA,1,0,0,384,751.9100000000003,2.6009652509652526,87
2011-02-07,CA_1,CA,HOUSEHOLD,Monday,3,2,2011,NA,NA,NA,NA,1,0,0,327,1416.7900000000025,5.060896785109968,164
2011-02-08,CA_1,CA,FOODS,Tuesday,4,2,2011,NA,NA,NA,NA,1,0,0,2138,5079.65,2.4762652631578925,426
2011-02-08,CA_1,CA,HOBBIES,Tuesday,4,2,2011,NA,NA,NA,NA,1,0,0,496,1019.210000000001,2.494177419354841,97
2011-02-08,CA_1,CA,HOUSEHOLD,Tuesday,4,2,2011,NA,NA,NA,NA,1,0,0,361,1749.7900000000031,5.24578512396692,184
2011-02-09,CA_1,CA,FOODS,Wednesday,5,2,2011,NA,NA,NA,NA,1,0,0,2001,4753.030000000007,2.478932913102208,443
2011-02-09,CA_1,CA,HOBBIES,Wednesday,5,2,2011,NA,NA,NA,NA,1,0,0,399,723.8000000000004,2.4997358490566075,90
2011-02-09,CA_1,CA,HOUSEHOLD,Wednesday,5,2,2011,NA,NA,NA,NA,1,0,0,310,1460.810000000002,5.159509632224153,167
2011-02-10,CA_1,CA,FOODS,Thursday,6,2,2011,NA,NA,NA,NA,1,0,0,2137,5225.060000000002,2.5277390565235853,447
2011-02-10,CA_1,CA,HOBBIES,Thursday,6,2,2011,NA,NA,NA,NA,1,0,0,454,1048.5500000000004,2.726474694589881,102
2011-02-10,CA_1,CA,HOUSEHOLD,Thursday,6,2,2011,NA,NA,NA,NA,1,0,0,337,1486.2100000000023,4.980906040268441,169
2011-02-11,CA_1,CA,FOODS,Friday,7,2,2011,NA,NA,NA,NA,0,0,0,2217,5523.940000000004,2.564133223003723,463
2011-02-11,CA_1,CA,HOBBIES,Friday,7,2,2011,NA,NA,NA,NA,0,0,0,453,1175.4000000000003,2.944450261780108,101
2011-02-11,CA_1,CA,HOUSEHOLD,Friday,7,2,2011,NA,NA,NA,NA,0,0,0,408,1889.890000000003,5.107551020408145,199
2011-02-12,CA_1,CA,FOODS,Saturday,1,2,2011,NA,NA,NA,NA,0,0,1,3067,7401.069999999992,2.462991664093851,503
2011-02-12,CA_1,CA,HOBBIES,Saturday,1,2,2011,NA,NA,NA,NA,0,0,1,692,1502.8400000000004,2.4598138957816396,123
2011-02-12,CA_1,CA,HOUSEHOLD,Saturday,1,2,2011,NA,NA,NA,NA,0,0,1,557,2612.6899999999996,5.06386683738794,227
2011-02-13,CA_1,CA,FOODS,Sunday,2,2,2011,NA,NA,NA,NA,0,0,1,3313,7835.779999999997,2.41503290414878,493
2011-02-13,CA_1,CA,HOBBIES,Sunday,2,2,2011,NA,NA,NA,NA,0,0,1,458,1364.6200000000006,3.238839590443688,109
2011-02-13,CA_1,CA,HOUSEHOLD,Sunday,2,2,2011,NA,NA,NA,NA,0,0,1,583,2810.439999999997,5.10271929824559,236
2011-02-14,CA_1,CA,FOODS,Monday,3,2,2011,ValentinesDay,Cultural,NA,NA,0,1,0,2003,4726.100000000004,2.4671708185053367,430
2011-02-14,CA_1,CA,HOBBIES,Monday,3,2,2011,ValentinesDay,Cultural,NA,NA,0,1,0,379,926.5600000000004,3.0439024390243943,83
2011-02-14,CA_1,CA,HOUSEHOLD,Monday,3,2,2011,ValentinesDay,Cultural,NA,NA,0,1,0,375,1704.530000000003,5.13614197530862,178
2011-02-15,CA_1,CA,FOODS,Tuesday,4,2,2011,NA,NA,NA,NA,0,0,0,1779,4151.050000000006,2.482496357455074,395
2011-02-15,CA_1,CA,HOBBIES,Tuesday,4,2,2011,NA,NA,NA,NA,0,0,0,334,741.5400000000005,2.9067721518987373,97
2011-02-15,CA_1,CA,HOUSEHOLD,Tuesday,4,2,2011,NA,NA,NA,NA,0,0,0,317,1483.8400000000024,5.239832495812375,171
2011-02-16,CA_1,CA,FOODS,Wednesday,5,2,2011,NA,NA,NA,NA,0,0,0,1670,3806.1900000000064,2.4746336429308564,407
2011-02-16,CA_1,CA,HOBBIES,Wednesday,5,2,2011,NA,NA,NA,NA,0,0,0,270,708.4400000000004,3.206875000000006,75
2011-02-16,CA_1,CA,HOUSEHOLD,Wednesday,5,2,2011,NA,NA,NA,NA,0,0,0,332,1478.770000000002,5.217173553718988,178
2011-02-17,CA_1,CA,FOODS,Thursday,6,2,2011,NA,NA,NA,NA,0,0,0,1433,3566.880000000007,2.6267439165701076,382
2011-02-17,CA_1,CA,HOBBIES,Thursday,6,2,2011,NA,NA,NA,NA,0,0,0,280,854.3800000000007,3.3743192488262954,91
2011-02-17,CA_1,CA,HOUSEHOLD,Thursday,6,2,2011,NA,NA,NA,NA,0,0,0,296,1377.0600000000027,5.322349914236688,164
2011-02-18,CA_1,CA,FOODS,Friday,7,2,2011,NA,NA,NA,NA,0,0,0,2250,5428.189999999997,2.5056916192026004,467
2011-02-18,CA_1,CA,HOBBIES,Friday,7,2,2011,NA,NA,NA,NA,0,0,0,311,1094.18,3.712278761061952,96
2011-02-18,CA_1,CA,HOUSEHOLD,Friday,7,2,2011,NA,NA,NA,NA,0,0,0,454,2145.0000000000027,5.2165329512893734,207
2011-02-19,CA_1,CA,FOODS,Saturday,1,2,2011,NA,NA,NA,NA,0,0,1,3148,6880.969999999997,2.2678182904961126,487
2011-02-19,CA_1,CA,HOBBIES,Saturday,1,2,2011,NA,NA,NA,NA,0,0,1,793,1452.6000000000001,2.212393442622952,122
2011-02-19,CA_1,CA,HOUSEHOLD,Saturday,1,2,2011,NA,NA,NA,NA,0,0,1,612,2888.3499999999963,5.068790035587172,235
2011-02-20,CA_1,CA,FOODS,Sunday,2,2,2011,NA,NA,NA,NA,0,0,1,2864,6784.71,2.443670143415903,481
2011-02-20,CA_1,CA,HOBBIES,Sunday,2,2,2011,NA,NA,NA,NA,0,0,1,501,1168.9200000000005,2.7197468354430407,113
2011-02-20,CA_1,CA,HOUSEHOLD,Sunday,2,2,2011,NA,NA,NA,NA,0,0,1,601,2686.149999999997,4.932515042117905,236
2011-02-21,CA_1,CA,FOODS,Monday,3,2,2011,PresidentsDay,National,NA,NA,0,1,0,2105,5125.9100000000035,2.5497909556313973,446
2011-02-21,CA_1,CA,HOBBIES,Monday,3,2,2011,PresidentsDay,National,NA,NA,0,1,0,626,1294.8600000000008,2.4929133858267734,108
2011-02-21,CA_1,CA,HOUSEHOLD,Monday,3,2,2011,PresidentsDay,National,NA,NA,0,1,0,533,2426.4899999999993,5.036794871794844,219
2011-02-22,CA_1,CA,FOODS,Tuesday,4,2,2011,NA,NA,NA,NA,0,0,0,1621,3870.540000000007,2.540191489361704,426
2011-02-22,CA_1,CA,HOBBIES,Tuesday,4,2,2011,NA,NA,NA,NA,0,0,0,455,873.6500000000002,2.5486229508196754,89
2011-02-22,CA_1,CA,HOUSEHOLD,Tuesday,4,2,2011,NA,NA,NA,NA,0,0,0,365,1611.1200000000028,5.093419062027208,170
2011-02-23,CA_1,CA,FOODS,Wednesday,5,2,2011,NA,NA,NA,NA,0,0,0,1608,3669.840000000007,2.474449197860965,423
2011-02-23,CA_1,CA,HOBBIES,Wednesday,5,2,2011,NA,NA,NA,NA,0,0,0,418,874.5400000000008,2.7633919156414795,93
2011-02-23,CA_1,CA,HOUSEHOLD,Wednesday,5,2,2011,NA,NA,NA,NA,0,0,0,351,1652.9100000000026,5.269671361502326,178
2011-02-24,CA_1,CA,FOODS,Thursday,6,2,2011,NA,NA,NA,NA,0,0,0,1639,3719.1300000000074,2.4307322175732238,412
2011-02-24,CA_1,CA,HOBBIES,Thursday,6,2,2011,NA,NA,NA,NA,0,0,0,426,751.2000000000005,2.5548571428571463,75
2011-02-24,CA_1,CA,HOUSEHOLD,Thursday,6,2,2011,NA,NA,NA,NA,0,0,0,349,1521.3300000000017,5.100499219968778,174
2011-02-25,CA_1,CA,FOODS,Friday,7,2,2011,NA,NA,NA,NA,0,0,0,1875,4499.410000000001,2.5376492712740943,433
2011-02-25,CA_1,CA,HOBBIES,Friday,7,2,2011,NA,NA,NA,NA,0,0,0,403,1047.5700000000004,3.0519964028777014,91
2011-02-25,CA_1,CA,HOUSEHOLD,Friday,7,2,2011,NA,NA,NA,NA,0,0,0,423,1966.5900000000029,5.204309063892995,216
2011-02-26,CA_1,CA,FOODS,Saturday,1,2,2011,NA,NA,NA,NA,0,0,1,2574,5999.689999999998,2.4344831299353866,485
2011-02-26,CA_1,CA,HOBBIES,Saturday,1,2,2011,NA,NA,NA,NA,0,0,1,613,1361.300000000001,2.5894173441734445,119
2011-02-26,CA_1,CA,HOUSEHOLD,Saturday,1,2,2011,NA,NA,NA,NA,0,0,1,532,2466.5499999999975,5.081470588235267,222
2011-02-27,CA_1,CA,FOODS,Sunday,2,2,2011,NA,NA,NA,NA,0,0,1,2733,6324.069999999997,2.3913421678559246,487
2011-02-27,CA_1,CA,HOBBIES,Sunday,2,2,2011,NA,NA,NA,NA,0,0,1,215,1016.8100000000003,4.500414364640888,97
2011-02-27,CA_1,CA,HOUSEHOLD,Sunday,2,2,2011,NA,NA,NA,NA,0,0,1,600,2606.6799999999976,4.924922341696514,235
2011-02-28,CA_1,CA,FOODS,Monday,3,2,2011,NA,NA,NA,NA,0,0,0,1732,3965.1600000000044,2.456651763537007,416
2011-02-28,CA_1,CA,HOBBIES,Monday,3,2,2011,NA,NA,NA,NA,0,0,0,178,810.7900000000004,4.292705882352946,82
2011-02-28,CA_1,CA,HOUSEHOLD,Monday,3,2,2011,NA,NA,NA,NA,0,0,0,336,1376.8600000000017,5.126332288401233,170
2011-03-01,CA_1,CA,FOODS,Tuesday,4,3,2011,NA,NA,NA,NA,1,0,0,1896,4314.800000000004,2.418423236514521,424
2011-03-01,CA_1,CA,HOBBIES,Tuesday,4,3,2011,NA,NA,NA,NA,1,0,0,230,980.3900000000003,4.167628865979387,86
2011-03-01,CA_1,CA,HOUSEHOLD,Tuesday,4,3,2011,NA,NA,NA,NA,1,0,0,423,1810.2000000000028,5.006514285714262,195
2011-03-02,CA_1,CA,FOODS,Wednesday,5,3,2011,NA,NA,NA,NA,1,0,0,1965,4357.590000000006,2.3819152691968237,396
2011-03-02,CA_1,CA,HOBBIES,Wednesday,5,3,2011,NA,NA,NA,NA,1,0,0,197,586.5700000000003,3.6446216216216247,71
2011-03-02,CA_1,CA,HOUSEHOLD,Wednesday,5,3,2011,NA,NA,NA,NA,1,0,0,397,1735.7800000000027,5.078845029239744,185
2011-03-03,CA_1,CA,FOODS,Thursday,6,3,2011,NA,NA,NA,NA,1,0,0,1984,4489.460000000003,2.4038532920901456,418
2011-03-03,CA_1,CA,HOBBIES,Thursday,6,3,2011,NA,NA,NA,NA,1,0,0,168,832.7000000000006,4.490120120120125,79
2011-03-03,CA_1,CA,HOUSEHOLD,Thursday,6,3,2011,NA,NA,NA,NA,1,0,0,416,1910.8400000000038,5.206459537572231,196
2011-03-04,CA_1,CA,FOODS,Friday,7,3,2011,NA,NA,NA,NA,1,0,0,2369,5626.9999999999945,2.4608435582822015,458
2011-03-04,CA_1,CA,HOBBIES,Friday,7,3,2011,NA,NA,NA,NA,1,0,0,193,817.2700000000008,4.192804532577908,84
2011-03-04,CA_1,CA,HOUSEHOLD,Friday,7,3,2011,NA,NA,NA,NA,1,0,0,416,1859.3300000000033,5.09864825581393,200
2011-03-05,CA_1,CA,FOODS,Saturday,1,3,2011,NA,NA,NA,NA,1,0,1,3223,7029.719999999988,2.2652783445059685,506
2011-03-05,CA_1,CA,HOBBIES,Saturday,1,3,2011,NA,NA,NA,NA,1,0,1,300,1202.8900000000003,3.966503340757241,101
2011-03-05,CA_1,CA,HOUSEHOLD,Saturday,1,3,2011,NA,NA,NA,NA,1,0,1,573,2590.939999999999,4.985637019230747,222
2011-03-06,CA_1,CA,FOODS,Sunday,2,3,2011,NA,NA,NA,NA,1,0,1,3464,7552.909999999996,2.259026717557248,510
2011-03-06,CA_1,CA,HOBBIES,Sunday,2,3,2011,NA,NA,NA,NA,1,0,1,761,1541.62,2.320404949381327,122
2011-03-06,CA_1,CA,HOUSEHOLD,Sunday,2,3,2011,NA,NA,NA,NA,1,0,1,607,2946.9599999999973,5.167302709069478,239
2011-03-07,CA_1,CA,FOODS,Monday,3,3,2011,NA,NA,NA,NA,1,0,0,2262,5272.669999999999,2.430091342335181,458
2011-03-07,CA_1,CA,HOBBIES,Monday,3,3,2011,NA,NA,NA,NA,1,0,0,470,1036.770000000001,2.7147446457990143,113
2011-03-07,CA_1,CA,HOUSEHOLD,Monday,3,3,2011,NA,NA,NA,NA,1,0,0,406,1873.1900000000026,5.197647907647882,194
2011-03-08,CA_1,CA,FOODS,Tuesday,4,3,2011,NA,NA,NA,NA,1,0,0,2165,5064.280000000006,2.456475878986098,433
2011-03-08,CA_1,CA,HOBBIES,Tuesday,4,3,2011,NA,NA,NA,NA,1,0,0,465,960.6600000000005,2.6598055105348486,98
2011-03-08,CA_1,CA,HOUSEHOLD,Tuesday,4,3,2011,NA,NA,NA,NA,1,0,0,367,1599.8700000000026,5.088667642752537,165
2011-03-09,CA_1,CA,FOODS,Wednesday,5,3,2011,LentStart,Religious,NA,NA,1,1,0,2100,4904.110000000005,2.4668755256518056,436
2011-03-09,CA_1,CA,HOBBIES,Wednesday,5,3,2011,LentStart,Religious,NA,NA,1,1,0,357,728.8300000000003,2.782118320610689,83
2011-03-09,CA_1,CA,HOUSEHOLD,Wednesday,5,3,2011,LentStart,Religious,NA,NA,1,1,0,315,1450.0500000000022,5.3055590551180885,161
2011-03-10,CA_1,CA,FOODS,Thursday,6,3,2011,NA,NA,NA,NA,1,0,0,2003,4473.120000000006,2.3856911636045486,431
2011-03-10,CA_1,CA,HOBBIES,Thursday,6,3,2011,NA,NA,NA,NA,1,0,0,329,764.2000000000003,3.0612373225152165,86
2011-03-10,CA_1,CA,HOUSEHOLD,Thursday,6,3,2011,NA,NA,NA,NA,1,0,0,318,1500.7700000000025,5.239096671949268,168
2011-03-11,CA_1,CA,FOODS,Friday,7,3,2011,NA,NA,NA,NA,0,0,0,2480,5757.42,2.426893883566688,480
2011-03-11,CA_1,CA,HOBBIES,Friday,7,3,2011,NA,NA,NA,NA,0,0,0,335,777.9100000000004,3.011770623742456,88
2011-03-11,CA_1,CA,HOUSEHOLD,Friday,7,3,2011,NA,NA,NA,NA,0,0,0,434,2044.9700000000028,5.176321678321654,200
2011-03-12,CA_1,CA,FOODS,Saturday,1,3,2011,NA,NA,NA,NA,0,0,1,2895,6558.239999999994,2.345757575757571,513
2011-03-12,CA_1,CA,HOBBIES,Saturday,1,3,2011,NA,NA,NA,NA,0,0,1,655,1529.9100000000008,2.6906632653061218,127
2011-03-12,CA_1,CA,HOUSEHOLD,Saturday,1,3,2011,NA,NA,NA,NA,0,0,1,564,2697.4899999999984,5.165128518971828,242
2011-03-13,CA_1,CA,FOODS,Sunday,2,3,2011,NA,NA,NA,NA,0,0,1,3081,7012.939999999996,2.361829231236701,510
2011-03-13,CA_1,CA,HOBBIES,Sunday,2,3,2011,NA,NA,NA,NA,0,0,1,411,1393.4,3.586231884057973,115
2011-03-13,CA_1,CA,HOUSEHOLD,Sunday,2,3,2011,NA,NA,NA,NA,0,0,1,602,2581.419999999998,4.851332574031875,219
2011-03-14,CA_1,CA,FOODS,Monday,3,3,2011,NA,NA,NA,NA,0,0,0,2079,4707.060000000004,2.400845369583685,445
2011-03-14,CA_1,CA,HOBBIES,Monday,3,3,2011,NA,NA,NA,NA,0,0,0,356,973.5500000000005,3.221491395793502,89
2011-03-14,CA_1,CA,HOUSEHOLD,Monday,3,3,2011,NA,NA,NA,NA,0,0,0,445,1870.7800000000025,4.949492656875808,191
2011-03-15,CA_1,CA,FOODS,Tuesday,4,3,2011,NA,NA,NA,NA,0,0,0,1656,3912.080000000009,2.511159569009748,427
2011-03-15,CA_1,CA,HOBBIES,Tuesday,4,3,2011,NA,NA,NA,NA,0,0,0,344,719.260000000001,2.92177165354331,92
2011-03-15,CA_1,CA,HOUSEHOLD,Tuesday,4,3,2011,NA,NA,NA,NA,0,0,0,384,1710.6400000000033,5.238316546762566,184
2011-03-16,CA_1,CA,FOODS,Wednesday,5,3,2011,LentWeek2,Religious,NA,NA,0,1,0,1805,4217.630000000007,2.4848017200191097,432
2011-03-16,CA_1,CA,HOBBIES,Wednesday,5,3,2011,LentWeek2,Religious,NA,NA,0,1,0,374,1164.5000000000005,3.4133589251439544,109
2011-03-16,CA_1,CA,HOUSEHOLD,Wednesday,5,3,2011,LentWeek2,Religious,NA,NA,0,1,0,343,1479.4300000000023,5.095388059701476,168
2011-03-17,CA_1,CA,FOODS,Thursday,6,3,2011,StPatricksDay,Cultural,NA,NA,0,1,0,1657,3831.190000000008,2.4816540595057983,394
2011-03-17,CA_1,CA,HOBBIES,Thursday,6,3,2011,StPatricksDay,Cultural,NA,NA,0,1,0,391,1021.3300000000007,3.1466788321167916,99
2011-03-17,CA_1,CA,HOUSEHOLD,Thursday,6,3,2011,StPatricksDay,Cultural,NA,NA,0,1,0,387,1810.820000000003,5.210435413642935,193
2011-03-18,CA_1,CA,FOODS,Friday,7,3,2011,NA,NA,NA,NA,0,0,0,2005,4770.3600000000015,2.5052160628546454,434
2011-03-18,CA_1,CA,HOBBIES,Friday,7,3,2011,NA,NA,NA,NA,0,0,0,303,972.3500000000006,3.5423819742489306,93
2011-03-18,CA_1,CA,HOUSEHOLD,Friday,7,3,2011,NA,NA,NA,NA,0,0,0,436,2053.350000000003,5.187547945205455,201
2011-03-19,CA_1,CA,FOODS,Saturday,1,3,2011,NA,NA,NA,NA,0,0,1,2826,6427.319999999999,2.379186274509799,496
2011-03-19,CA_1,CA,HOBBIES,Saturday,1,3,2011,NA,NA,NA,NA,0,0,1,669,1616.8200000000004,2.7349999999999914,122
2011-03-19,CA_1,CA,HOUSEHOLD,Saturday,1,3,2011,NA,NA,NA,NA,0,0,1,647,3222.129999999994,5.233616071428562,254
2011-03-20,CA_1,CA,FOODS,Sunday,2,3,2011,Purim End,Religious,NA,NA,0,1,1,2795,6502.719999999994,2.4052807881773335,480
2011-03-20,CA_1,CA,HOBBIES,Sunday,2,3,2011,Purim End,Religious,NA,NA,0,1,1,492,1448.3800000000006,3.199905362776027,115
2011-03-20,CA_1,CA,HOUSEHOLD,Sunday,2,3,2011,Purim End,Religious,NA,NA,0,1,1,617,3060.829999999996,5.265950782997757,226
2011-03-21,CA_1,CA,FOODS,Monday,3,3,2011,NA,NA,NA,NA,0,0,0,1935,4533.870000000004,2.4776950672645723,435
2011-03-21,CA_1,CA,HOBBIES,Monday,3,3,2011,NA,NA,NA,NA,0,0,0,354,861.7900000000011,3.0566332665330695,112
2011-03-21,CA_1,CA,HOUSEHOLD,Monday,3,3,2011,NA,NA,NA,NA,0,0,0,346,1606.0800000000027,5.291186186186163,183
2011-03-22,CA_1,CA,FOODS,Tuesday,4,3,2011,NA,NA,NA,NA,0,0,0,1595,3856.340000000005,2.5574081846799577,419
2011-03-22,CA_1,CA,HOBBIES,Tuesday,4,3,2011,NA,NA,NA,NA,0,0,0,518,1018.3100000000006,2.5425294117647073,95
2011-03-22,CA_1,CA,HOUSEHOLD,Tuesday,4,3,2011,NA,NA,NA,NA,0,0,0,345,1734.4200000000023,5.350226244343869,185
2011-03-23,CA_1,CA,FOODS,Wednesday,5,3,2011,NA,NA,NA,NA,0,0,0,1473,3499.3100000000095,2.571905817174521,398
2011-03-23,CA_1,CA,HOBBIES,Wednesday,5,3,2011,NA,NA,NA,NA,0,0,0,298,691.5800000000004,3.1107559395248408,92
2011-03-23,CA_1,CA,HOUSEHOLD,Wednesday,5,3,2011,NA,NA,NA,NA,0,0,0,308,1340.0000000000023,5.256990595611264,173
2011-03-24,CA_1,CA,FOODS,Thursday,6,3,2011,NA,NA,NA,NA,0,0,0,1431,3348.9900000000043,2.5160022650056666,395
2011-03-24,CA_1,CA,HOBBIES,Thursday,6,3,2011,NA,NA,NA,NA,0,0,0,528,1115.1800000000003,2.6069898697539813,94
2011-03-24,CA_1,CA,HOUSEHOLD,Thursday,6,3,2011,NA,NA,NA,NA,0,0,0,322,1536.8500000000022,5.332724458204311,179
2011-03-25,CA_1,CA,FOODS,Friday,7,3,2011,NA,NA,NA,NA,0,0,0,1869,4276.500000000004,2.4278949792722213,428
2011-03-25,CA_1,CA,HOBBIES,Friday,7,3,2011,NA,NA,NA,NA,0,0,0,440,1074.6400000000008,2.945234899328862,101
2011-03-25,CA_1,CA,HOUSEHOLD,Friday,7,3,2011,NA,NA,NA,NA,0,0,0,431,2203.5099999999998,5.413538461538437,219
2011-03-26,CA_1,CA,FOODS,Saturday,1,3,2011,NA,NA,NA,NA,0,0,1,2648,6078.489999999997,2.400294117647053,492
2011-03-26,CA_1,CA,HOBBIES,Saturday,1,3,2011,NA,NA,NA,NA,0,0,1,627,1590.1000000000008,2.8036827956989248,145
2011-03-26,CA_1,CA,HOUSEHOLD,Saturday,1,3,2011,NA,NA,NA,NA,0,0,1,624,2838.9599999999978,4.994164810690411,239
2011-03-27,CA_1,CA,FOODS,Sunday,2,3,2011,NA,NA,NA,NA,0,0,1,2801,6298.609999999996,2.3496278158667905,472
2011-03-27,CA_1,CA,HOBBIES,Sunday,2,3,2011,NA,NA,NA,NA,0,0,1,533,1401.4500000000003,2.930000000000002,116
2011-03-27,CA_1,CA,HOUSEHOLD,Sunday,2,3,2011,NA,NA,NA,NA,0,0,1,665,3145.849999999994,5.110208791208782,268
2011-03-28,CA_1,CA,FOODS,Monday,3,3,2011,NA,NA,NA,NA,0,0,0,1903,4254.850000000003,2.4133078651685382,412
2011-03-28,CA_1,CA,HOBBIES,Monday,3,3,2011,NA,NA,NA,NA,0,0,0,533,1206.2600000000007,2.7160724637681177,105
2011-03-28,CA_1,CA,HOUSEHOLD,Monday,3,3,2011,NA,NA,NA,NA,0,0,0,344,1732.2000000000028,5.413524229074861,176
2011-03-29,CA_1,CA,FOODS,Tuesday,4,3,2011,NA,NA,NA,NA,0,0,0,1471,3424.1300000000056,2.5283881762409397,412
2011-03-29,CA_1,CA,HOBBIES,Tuesday,4,3,2011,NA,NA,NA,NA,0,0,0,333,1094.8700000000008,3.649059304703479,106
2011-03-29,CA_1,CA,HOUSEHOLD,Tuesday,4,3,2011,NA,NA,NA,NA,0,0,0,363,1783.3800000000012,5.301165467625873,181
2011-03-30,CA_1,CA,FOODS,Wednesday,5,3,2011,NA,NA,NA,NA,0,0,0,1612,3619.160000000005,2.448954685890834,404
2011-03-30,CA_1,CA,HOBBIES,Wednesday,5,3,2011,NA,NA,NA,NA,0,0,0,341,763.9599999999999,3.0302495201535535,82
2011-03-30,CA_1,CA,HOUSEHOLD,Wednesday,5,3,2011,NA,NA,NA,NA,0,0,0,294,1297.4100000000017,5.258985959438357,166
2011-03-31,CA_1,CA,FOODS,Thursday,6,3,2011,NA,NA,NA,NA,0,0,0,1849,4236.880000000005,2.4588966480446897,435
2011-03-31,CA_1,CA,HOBBIES,Thursday,6,3,2011,NA,NA,NA,NA,0,0,0,377,887.4900000000005,3.1211475409836087,90
2011-03-31,CA_1,CA,HOUSEHOLD,Thursday,6,3,2011,NA,NA,NA,NA,0,0,0,350,1593.5400000000025,5.213766617429813,186
2011-04-01,CA_1,CA,FOODS,Friday,7,4,2011,NA,NA,NA,NA,1,0,0,2528,5923.219999999997,2.45265546819156,464
