date,cat_id,model,actual,predicted,residual,absolute_error,squared_error,absolute_percentage_error,model_rank,is_best_model
2016-04-29,FOODS,XGBoost,3032,2810.632568359375,221.367431640625,221.367431640625,49003.53979116678,7.301036663609003,2,FALSE
2016-04-30,FOODS,XGBoost,3950,3727.640380859375,222.359619140625,222.359619140625,49443.800224363804,5.629357446598101,2,FALSE
2016-05-01,FOODS,XGBoost,4254,3683.617919921875,570.382080078125,570.382080078125,325335.7172742486,13.40813540381112,2,FALSE
2016-05-02,FOODS,XGBoost,3278,3137.229248046875,140.770751953125,140.770751953125,19816.404605448246,4.294409760620042,2,FALSE
2016-05-03,FOODS,XGBoost,2997,2960.888916015625,36.111083984375,36.111083984375,1304.0103865265846,1.204907707186353,2,FALSE
2016-05-04,FOODS,XGBoost,2840,2837.50927734375,2.49072265625,2.49072265625,6.203699350357056,0.08770150198063381,2,FALSE
2016-05-05,FOODS,XGBoost,2735,2556.354248046875,178.645751953125,178.645751953125,31914.304690897465,6.531837365744973,2,FALSE
2016-05-06,FOODS,XGBoost,3303,2858.307373046875,444.692626953125,444.692626953125,197751.5324664712,13.463294791193611,2,FALSE
2016-05-07,FOODS,XGBoost,4106,3887.3408203125,218.6591796875,218.6591796875,47811.83686161041,5.325357517961519,2,FALSE
2016-05-08,FOODS,XGBoost,3630,3482.2548828125,147.7451171875,147.7451171875,21828.619652748108,4.070113421143251,2,FALSE
2016-05-09,FOODS,XGBoost,3245,3083.759033203125,161.240966796875,161.240966796875,25998.649373590946,4.968904986036209,2,FALSE
2016-05-10,FOODS,XGBoost,2896,2358.029296875,537.970703125,537.970703125,289412.4774208069,18.57633643387431,2,FALSE
2016-05-11,FOODS,XGBoost,2687,2590.6455078125,96.3544921875,96.3544921875,9284.188164710999,3.5859505838295496,2,FALSE
2016-05-12,FOODS,XGBoost,2663,2527.130615234375,135.869384765625,135.869384765625,18460.48971658945,5.1021173400535105,2,FALSE
2016-05-13,FOODS,XGBoost,3365,3157.060546875,207.939453125,207.939453125,43238.81616592407,6.179478547548292,2,FALSE
2016-05-14,FOODS,XGBoost,4046,3529.720458984375,516.279541015625,516.279541015625,266544.5644713044,12.760245699842438,2,FALSE
2016-05-15,FOODS,XGBoost,4717,3815.461181640625,901.538818359375,901.538818359375,812772.2410088181,19.112546499032753,2,FALSE
2016-05-16,FOODS,XGBoost,3198,2720.505126953125,477.494873046875,477.494873046875,228001.35378605127,14.931046686894152,2,FALSE
2016-05-17,FOODS,XGBoost,2794,2534.226806640625,259.773193359375,259.773193359375,67482.11198812723,9.297537342855225,2,FALSE
2016-05-18,FOODS,XGBoost,2816,2468.331787109375,347.668212890625,347.668212890625,120873.18625456095,12.346172332763672,2,FALSE
2016-05-19,FOODS,XGBoost,2854,2552.858154296875,301.141845703125,301.141845703125,90686.41123348475,10.551571328070253,2,FALSE
2016-05-20,FOODS,XGBoost,2993,2964.697509765625,28.302490234375,28.302490234375,801.0309534668922,0.9456227943326093,2,FALSE
2016-05-21,FOODS,XGBoost,3783,3454.275390625,328.724609375,328.724609375,108059.86880874634,8.68952179156754,2,FALSE
2016-05-22,FOODS,XGBoost,4327,3781.170654296875,545.829345703125,545.829345703125,297929.67463070154,12.614498398500693,2,FALSE
2016-04-25,HOBBIES,ETS,589,501.43370909948715,87.56629090051285,87.56629090051285,7667.855302073241,14.866942427930873,2,FALSE
2016-04-26,HOBBIES,ETS,426,481.0607598940982,-55.060759894098226,55.060759894098226,3031.6872801155355,12.92506100800428,2,FALSE
2016-04-27,HOBBIES,ETS,451,477.01979854686823,-26.01979854686823,26.01979854686823,677.029916419606,5.76935666227677,2,FALSE
2016-04-28,HOBBIES,ETS,432,477.6731649460317,-45.673164946031704,45.673164946031704,2086.037996187419,10.572491885655486,2,FALSE
2016-04-29,HOBBIES,ETS,584,544.7452500466834,39.254749953316605,39.254749953316605,1540.93539389741,6.721703759129556,2,FALSE
2016-04-30,HOBBIES,ETS,636,641.060692941636,-5.0606929416360344,5.0606929416360344,25.61061304952478,0.7957064373641564,2,FALSE
2016-05-01,HOBBIES,ETS,684,577.8082839963521,106.19171600364791,106.19171600364791,11276.680547799411,15.525104678895893,2,FALSE
2016-05-02,HOBBIES,ETS,529,501.48379012086934,27.516209879130656,27.516209879130656,757.1418061123675,5.201551962028479,2,FALSE
2016-05-03,HOBBIES,ETS,628,481.1072003709082,146.89279962909183,146.89279962909183,21577.49458287252,23.39057318934583,2,FALSE
2016-05-04,HOBBIES,ETS,565,477.06286312156755,87.93713687843245,87.93713687843245,7732.940042376165,15.564095022731408,2,FALSE
2016-05-05,HOBBIES,ETS,439,477.7130990234021,-38.713099023402094,38.713099023402094,1498.7040359957361,8.818473581640568,2,FALSE
2016-05-06,HOBBIES,ETS,570,544.7822811922723,25.217718807727692,25.217718807727692,635.933341865623,4.4241611943381915,2,FALSE
2016-05-07,HOBBIES,ETS,646,641.0950321785466,4.904967821453397,4.904967821453397,24.058709329493283,0.7592829444974298,2,FALSE
2016-05-08,HOBBIES,ETS,513,577.8401270077646,-64.84012700776464,64.84012700776464,4204.242070383049,12.639400976172443,2,FALSE
2016-05-09,HOBBIES,ETS,641,501.51331836514726,139.48668163485274,139.48668163485274,19456.534353502764,21.7607927667477,2,FALSE
2016-05-10,HOBBIES,ETS,389,481.1345821156446,-92.1345821156446,92.1345821156446,8488.781221624458,23.684982549008897,2,FALSE
2016-05-11,HOBBIES,ETS,505,477.0882544024632,27.91174559753682,27.91174559753682,779.0655423016161,5.527078336145905,2,FALSE
2016-05-12,HOBBIES,ETS,596,477.7366445334388,118.26335546656122,118.26335546656122,13986.221246210216,19.842844876939804,2,FALSE
2016-05-13,HOBBIES,ETS,588,544.8041151062513,43.19588489374871,43.19588489374871,1865.8844717539882,7.346238927508285,2,FALSE
2016-05-14,HOBBIES,ETS,806,641.1152789176872,164.8847210823128,164.8847210823128,27186.97124639209,20.457161424604568,2,FALSE
2016-05-15,HOBBIES,ETS,687,577.858901948722,109.14109805127805,109.14109805127805,11911.779283838689,15.886622714887636,2,FALSE
2016-05-16,HOBBIES,ETS,417,501.53072849749026,-84.53072849749026,84.53072849749026,7145.444060316412,20.27115791306721,2,FALSE
2016-05-17,HOBBIES,ETS,393,481.15072665153906,-88.15072665153906,88.15072665153906,7770.550609194359,22.430210343903067,2,FALSE
2016-05-18,HOBBIES,ETS,381,477.10322534203505,-96.10322534203505,96.10322534203505,9235.829921141967,25.223943659326785,2,FALSE
2016-05-19,HOBBIES,ETS,406,477.75052718904027,-71.75052718904027,71.75052718904027,5148.1381519052065,17.672543642620756,2,FALSE
2016-05-20,HOBBIES,ETS,539,544.816988588615,-5.816988588615004,5.816988588615004,33.83735624007718,1.0792186620807058,2,FALSE
2016-05-21,HOBBIES,ETS,719,641.1272165867417,77.87278341325828,77.87278341325828,6064.170396528233,10.830707011579733,2,FALSE
2016-05-22,HOBBIES,ETS,646,577.8699718316356,68.13002816836445,68.13002816836445,4641.700738222133,10.546443988910905,2,FALSE
2016-04-25,HOBBIES,Seasonal Naive,589,542,47,47,2209,7.979626485568761,3,FALSE
2016-04-26,HOBBIES,Seasonal Naive,426,495,-69,69,4761,16.19718309859155,3,FALSE
2016-04-27,HOBBIES,Seasonal Naive,451,363,88,88,7744,19.51219512195122,3,FALSE
2016-04-28,HOBBIES,Seasonal Naive,432,410,22,22,484,5.092592592592593,3,FALSE
2016-04-29,HOBBIES,Seasonal Naive,584,527,57,57,3249,9.76027397260274,3,FALSE
2016-04-30,HOBBIES,Seasonal Naive,636,670,-34,34,1156,5.345911949685535,3,FALSE
2016-05-01,HOBBIES,Seasonal Naive,684,714,-30,30,900,4.385964912280701,3,FALSE
2016-05-02,HOBBIES,Seasonal Naive,529,542,-13,13,169,2.4574669187145557,3,FALSE
2016-05-03,HOBBIES,Seasonal Naive,628,495,133,133,17689,21.17834394904459,3,FALSE
2016-05-04,HOBBIES,Seasonal Naive,565,363,202,202,40804,35.75221238938053,3,FALSE
2016-05-05,HOBBIES,Seasonal Naive,439,410,29,29,841,6.605922551252847,3,FALSE
2016-05-06,HOBBIES,Seasonal Naive,570,527,43,43,1849,7.5438596491228065,3,FALSE
2016-05-07,HOBBIES,Seasonal Naive,646,670,-24,24,576,3.7151702786377707,3,FALSE
2016-05-08,HOBBIES,Seasonal Naive,513,714,-201,201,40401,39.1812865497076,3,FALSE
2016-05-09,HOBBIES,Seasonal Naive,641,542,99,99,9801,15.44461778471139,3,FALSE
2016-05-10,HOBBIES,Seasonal Naive,389,495,-106,106,11236,27.249357326478147,3,FALSE
2016-05-11,HOBBIES,Seasonal Naive,505,363,142,142,20164,28.118811881188122,3,FALSE
2016-05-12,HOBBIES,Seasonal Naive,596,410,186,186,34596,31.20805369127517,3,FALSE
2016-05-13,HOBBIES,Seasonal Naive,588,527,61,61,3721,10.374149659863946,3,FALSE
2016-05-14,HOBBIES,Seasonal Naive,806,670,136,136,18496,16.87344913151365,3,FALSE
2016-05-15,HOBBIES,Seasonal Naive,687,714,-27,27,729,3.9301310043668125,3,FALSE
2016-05-16,HOBBIES,Seasonal Naive,417,542,-125,125,15625,29.97601918465228,3,FALSE
2016-05-17,HOBBIES,Seasonal Naive,393,495,-102,102,10404,25.954198473282442,3,FALSE
2016-05-18,HOBBIES,Seasonal Naive,381,363,18,18,324,4.724409448818897,3,FALSE
2016-05-19,HOBBIES,Seasonal Naive,406,410,-4,4,16,0.9852216748768473,3,FALSE
2016-05-20,HOBBIES,Seasonal Naive,539,527,12,12,144,2.2263450834879404,3,FALSE
2016-05-21,HOBBIES,Seasonal Naive,719,670,49,49,2401,6.815020862308763,3,FALSE
2016-05-22,HOBBIES,Seasonal Naive,646,714,-68,68,4624,10.526315789473683,3,FALSE
2016-04-25,HOBBIES,XGBoost,589,593.60308837890625,-4.60308837890625,4.60308837890625,21.18842262402177,0.7815090626326401,1,TRUE
2016-04-26,HOBBIES,XGBoost,426,472.23291015625,-46.23291015625,46.23291015625,2137.4819815158844,10.85279581132629,1,TRUE
2016-04-27,HOBBIES,XGBoost,451,484.1661682128906,-33.166168212890625,33.166168212890625,1099.9947139257565,7.353917563833841,1,TRUE
2016-04-28,HOBBIES,XGBoost,432,428.3105773925781,3.689422607421875,3.689422607421875,13.611839176155627,0.8540330109772858,1,TRUE
2016-04-29,HOBBIES,XGBoost,584,501.71099853515625,82.28900146484375,82.28900146484375,6771.479762081057,14.09058244261023,1,TRUE
2016-04-30,HOBBIES,XGBoost,636,579.92425537109375,56.07574462890625,56.07574462890625,3144.489135686308,8.816940979387775,1,TRUE
2016-05-01,HOBBIES,XGBoost,684,641.75006103515625,42.24993896484375,42.24993896484375,1785.0573425330222,6.176891661526864,1,TRUE
2016-05-02,HOBBIES,XGBoost,529,500.33319091796875,28.66680908203125,28.66680908203125,821.7859429456294,5.419056537245983,1,TRUE
2016-05-03,HOBBIES,XGBoost,628,535.57330322265625,92.42669677734375,92.42669677734375,8542.694277171046,14.717626875373208,1,TRUE
2016-05-04,HOBBIES,XGBoost,565,524.0865478515625,40.9134521484375,40.9134521484375,1673.910566702485,7.241318964325222,1,TRUE
2016-05-05,HOBBIES,XGBoost,439,417.7878723144531,21.212127685546875,21.212127685546875,449.9543609479442,4.83191974613824,1,TRUE
2016-05-06,HOBBIES,XGBoost,570,536.34661865234375,33.65338134765625,33.65338134765625,1132.5500761307776,5.904101990816886,1,TRUE
2016-05-07,HOBBIES,XGBoost,646,552.58575439453125,93.41424560546875,93.41424560546875,8726.221282038838,14.460409536450273,1,TRUE
2016-05-08,HOBBIES,XGBoost,513,483.3861389160156,29.613861083984375,29.613861083984375,876.9807683015242,5.772682472511574,1,TRUE
2016-05-09,HOBBIES,XGBoost,641,578.45294189453125,62.54705810546875,62.54705810546875,3912.134477648884,9.757731373708072,1,TRUE
2016-05-10,HOBBIES,XGBoost,389,351.9513244628906,37.048675537109375,37.048675537109375,1372.6043590540066,9.524081114938143,1,TRUE
2016-05-11,HOBBIES,XGBoost,505,414.3040771484375,90.6959228515625,90.6959228515625,8225.750421896577,17.959588683477723,1,TRUE
2016-05-12,HOBBIES,XGBoost,596,495.9753723144531,100.02462768554688,100.02462768554688,10004.92614363227,16.782655651937397,1,TRUE
2016-05-13,HOBBIES,XGBoost,588,446.1439514160156,141.85604858398438,141.85604858398438,20123.138519861735,24.125178330609586,1,TRUE
2016-05-14,HOBBIES,XGBoost,806,653.10638427734375,152.89361572265625,152.89361572265625,23376.45772874728,18.969431231098792,1,TRUE
2016-05-15,HOBBIES,XGBoost,687,614.99346923828125,72.00653076171875,72.00653076171875,5184.940472338349,10.481299965315683,1,TRUE
2016-05-16,HOBBIES,XGBoost,417,421.84844970703125,-4.84844970703125,4.84844970703125,23.507464561611414,1.1626977714703237,1,TRUE
2016-05-17,HOBBIES,XGBoost,393,439.18634033203125,-46.18634033203125,46.18634033203125,2133.1780332662165,11.752249448354007,1,TRUE
2016-05-18,HOBBIES,XGBoost,381,357.7486267089844,23.251373291015625,23.251373291015625,540.6263599181548,6.1027226485605315,1,TRUE
2016-05-19,HOBBIES,XGBoost,406,334.23052978515625,71.76947021484375,71.76947021484375,5150.856854919344,17.67720941252309,1,TRUE
2016-05-20,HOBBIES,XGBoost,539,475.9154052734375,63.0845947265625,63.0845947265625,3979.666091814637,11.704006442775974,1,TRUE
2016-05-21,HOBBIES,XGBoost,719,653.61676025390625,65.38323974609375,65.38323974609375,4274.9680396951735,9.09363556969315,1,TRUE
2016-05-22,HOBBIES,XGBoost,646,615.91180419921875,30.08819580078125,30.08819580078125,905.2995265461504,4.657615449037345,1,TRUE
2016-04-25,HOUSEHOLD,ETS,990,965.3551097227006,24.644890277299396,24.644890277299396,607.3706167801263,2.489382856292868,1,TRUE
2016-04-26,HOUSEHOLD,ETS,759,819.2441397037113,-60.24413970371131,60.24413970371131,3629.356368640286,7.937304308789369,1,TRUE
2016-04-27,HOUSEHOLD,ETS,797,794.2063389920161,2.7936610079839284,2.7936610079839284,7.804541827529778,0.3505220838122871,1,TRUE
2016-04-28,HOUSEHOLD,ETS,740,802.4076631208915,-62.40766312089147,62.40766312089147,3894.7164162106774,8.433467989309658,1,TRUE
2016-04-29,HOUSEHOLD,ETS,957,913.6183141513264,43.381685848673555,43.381685848673555,1881.9706670730034,4.533091520237571,1,TRUE
2016-04-30,HOUSEHOLD,ETS,1312,1299.3659021081298,12.63409789187017,12.63409789187017,159.62042954135825,0.9629647783437629,1,TRUE
2016-05-01,HOUSEHOLD,ETS,1459,1316.5370815957986,142.46291840420145,142.46291840420145,20295.68312024216,9.764422097614904,1,TRUE
2016-05-02,HOUSEHOLD,ETS,987,965.3551097227006,21.644890277299396,21.644890277299396,468.5012751163299,2.192998001752725,1,TRUE
2016-05-03,HOUSEHOLD,ETS,969,819.2441397037113,149.7558602962887,149.7558602962887,22426.817693081535,15.454681145127832,1,TRUE
2016-05-04,HOUSEHOLD,ETS,829,794.2063389920161,34.79366100798393,34.79366100798393,1210.5988463385013,4.197064054039075,1,TRUE
2016-05-05,HOUSEHOLD,ETS,744,802.4076631208915,-58.40766312089147,58.40766312089147,3411.4551112435456,7.850492354958531,1,TRUE
2016-05-06,HOUSEHOLD,ETS,931,913.6183141513264,17.381685848673555,17.381685848673555,302.12300294197854,1.866990961189426,1,TRUE
2016-05-07,HOUSEHOLD,ETS,1317,1299.3659021081298,17.63409789187017,17.63409789187017,310.96140846005994,1.3389595969529362,1,TRUE
2016-05-08,HOUSEHOLD,ETS,1069,1316.5370815957986,-247.53708159579855,247.53708159579855,61274.60676496503,23.155947763872643,1,TRUE
2016-05-09,HOUSEHOLD,ETS,973,965.3551097227006,7.644890277299396,7.644890277299396,58.44434735194684,0.7857030089721887,1,TRUE
2016-05-10,HOUSEHOLD,ETS,819,819.2441397037113,-0.244139703711312,0.244139703711312,0.05960419492824721,0.02980948763263883,1,TRUE
2016-05-11,HOUSEHOLD,ETS,790,794.2063389920161,-4.206338992016072,4.206338992016072,17.69328771575478,0.5324479736729204,1,TRUE
2016-05-12,HOUSEHOLD,ETS,790,802.4076631208915,-12.40766312089147,12.40766312089147,153.95010412153027,1.5705902684672746,1,TRUE
2016-05-13,HOUSEHOLD,ETS,998,913.6183141513264,84.38168584867356,84.38168584867356,7120.268906664235,8.45507874235206,1,TRUE
2016-05-14,HOUSEHOLD,ETS,1393,1299.3659021081298,93.63409789187017,93.63409789187017,8767.344288024326,6.72175864263246,1,TRUE
2016-05-15,HOUSEHOLD,ETS,1303,1316.5370815957986,-13.537081595798554,13.537081595798554,183.25257813130793,1.0389164693628974,1,TRUE
2016-05-16,HOUSEHOLD,ETS,953,965.3551097227006,-12.355109722700604,12.355109722700604,152.648736259971,1.2964438323925083,1,TRUE
2016-05-17,HOUSEHOLD,ETS,762,819.2441397037113,-57.24413970371131,57.24413970371131,3276.8915304180177,7.512354291825632,1,TRUE
2016-05-18,HOUSEHOLD,ETS,798,794.2063389920161,3.7936610079839284,3.7936610079839284,14.391863843497635,0.4753961162887128,1,TRUE
2016-05-19,HOUSEHOLD,ETS,876,802.4076631208915,73.59233687910853,73.59233687910853,5415.832047328197,8.40095169852837,1,TRUE
2016-05-20,HOUSEHOLD,ETS,901,913.6183141513264,-12.618314151326445,12.618314151326445,159.2218520215652,1.4004788181272412,1,TRUE
2016-05-21,HOUSEHOLD,ETS,1262,1299.3659021081298,-37.36590210812983,37.36590210812983,1396.2106403543414,2.960848027585565,1,TRUE
2016-05-22,HOUSEHOLD,ETS,1316,1316.5370815957986,-0.5370815957985542,0.5370815957985542,0.28845664054552156,0.04081167141326399,1,TRUE
2016-04-25,HOUSEHOLD,Seasonal Naive,990,917,73,73,5329,7.373737373737374,2,FALSE
2016-04-26,HOUSEHOLD,Seasonal Naive,759,810,-51,51,2601,6.719367588932807,2,FALSE
2016-04-27,HOUSEHOLD,Seasonal Naive,797,869,-72,72,5184,9.03387703889586,2,FALSE
2016-04-28,HOUSEHOLD,Seasonal Naive,740,766,-26,26,676,3.5135135135135136,2,FALSE
2016-04-29,HOUSEHOLD,Seasonal Naive,957,900,57,57,3249,5.956112852664576,2,FALSE
2016-04-30,HOUSEHOLD,Seasonal Naive,1312,1252,60,60,3600,4.573170731707317,2,FALSE
2016-05-01,HOUSEHOLD,Seasonal Naive,1459,1346,113,113,12769,7.74503084304318,2,FALSE
2016-05-02,HOUSEHOLD,Seasonal Naive,987,917,70,70,4900,7.092198581560284,2,FALSE
2016-05-03,HOUSEHOLD,Seasonal Naive,969,810,159,159,25281,16.408668730650156,2,FALSE
2016-05-04,HOUSEHOLD,Seasonal Naive,829,869,-40,40,1600,4.8250904704463204,2,FALSE
2016-05-05,HOUSEHOLD,Seasonal Naive,744,766,-22,22,484,2.956989247311828,2,FALSE
2016-05-06,HOUSEHOLD,Seasonal Naive,931,900,31,31,961,3.329752953813104,2,FALSE
2016-05-07,HOUSEHOLD,Seasonal Naive,1317,1252,65,65,4225,4.935459377372816,2,FALSE
2016-05-08,HOUSEHOLD,Seasonal Naive,1069,1346,-277,277,76729,25.91206735266604,2,FALSE
2016-05-09,HOUSEHOLD,Seasonal Naive,973,917,56,56,3136,5.755395683453238,2,FALSE
2016-05-10,HOUSEHOLD,Seasonal Naive,819,810,9,9,81,1.098901098901099,2,FALSE
2016-05-11,HOUSEHOLD,Seasonal Naive,790,869,-79,79,6241,10,2,FALSE
2016-05-12,HOUSEHOLD,Seasonal Naive,790,766,24,24,576,3.0379746835443036,2,FALSE
2016-05-13,HOUSEHOLD,Seasonal Naive,998,900,98,98,9604,9.819639278557114,2,FALSE
2016-05-14,HOUSEHOLD,Seasonal Naive,1393,1252,141,141,19881,10.122038765254846,2,FALSE
2016-05-15,HOUSEHOLD,Seasonal Naive,1303,1346,-43,43,1849,3.300076745970836,2,FALSE
2016-05-16,HOUSEHOLD,Seasonal Naive,953,917,36,36,1296,3.777544596012592,2,FALSE
2016-05-17,HOUSEHOLD,Seasonal Naive,762,810,-48,48,2304,6.299212598425196,2,FALSE
2016-05-18,HOUSEHOLD,Seasonal Naive,798,869,-71,71,5041,8.897243107769423,2,FALSE
2016-05-19,HOUSEHOLD,Seasonal Naive,876,766,110,110,12100,12.557077625570775,2,FALSE
2016-05-20,HOUSEHOLD,Seasonal Naive,901,900,1,1,1,0.11098779134295228,2,FALSE
2016-05-21,HOUSEHOLD,Seasonal Naive,1262,1252,10,10,100,0.7923930269413629,2,FALSE
2016-05-22,HOUSEHOLD,Seasonal Naive,1316,1346,-30,30,900,2.2796352583586628,2,FALSE
2016-04-25,HOUSEHOLD,XGBoost,990,895.43768310546875,94.56231689453125,94.56231689453125,8942.03177646175,9.551749181265782,3,FALSE
